row_id,temperature_C,CO2_loading,source,target_x_CO2,target_x_MEA,target_x_H2O,target_x_MEAH+,target_x_MEACOO-,target_x_HCO3-,target_x_CO3^2-,target_x_H3O+,target_x_OH-,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_H2O,log10_model_over_target_H2O,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,reaction_R1_water_autoionization,reaction_R2_CO2_to_HCO3,reaction_R3_HCO3_to_CO3,reaction_R4_MEACOO_hydrolysis,reaction_R5_MEAH_dissociation,mass_balance_carbon_total,mass_balance_mea_total,mass_balance_water_total,charge_residual,state_failure_count,solver_returned,accepted,rejection_reason,model_role,message
cheq_0064,60.0,0.489,Bottinger,0.010592186837492839,0.03983825571595502,0.8486597963817282,0.042014998252982334,0.04242348587877391,0.007201320482920129,0.0005533827801452388,0.008716573669002184,9.999999999999998e-13,4.195609593347663e-05,-2.402190562997953,0.007056011504965198,-0.7517410347044748,0.8830750360498304,0.017263978918152886,0.054982669388609906,0.11682147103757236,0.050202778989934124,0.07312140729243069,0.004502996309032216,-0.2039105479271499,0.0001383424923520635,-0.6020700453032231,2.9004313899048958e-11,-8.477883208362945,2.0914033837314823e-07,5.320437806338847,-4.1926146110427e-08,-4.1474976342215086e-08,-5.3734261484805756e-08,2.1444951592286543e-08,-2.0202779893452316e-08,7.553152547856712e-11,1.4628803723937267e-10,1.8124324263624203e-10,-6.062147502787371e-12,0,True,True,,activity_equilibrium,converged
cheq_0065,60.0,0.559,Bottinger,0.011519612801398247,0.033235365699416784,0.8298511172518176,0.05349848278744414,0.04548319582599983,0.016295083037270817,0.0006124488399420424,0.009504693755710586,1e-12,0.0005147952279380853,-1.349803369357544,0.002383201687891095,-1.1444396640242303,0.8725958783743373,0.02181297427426872,0.06230755916624705,0.06619927291364973,0.047497624629874356,0.018820918668695587,0.014591893830054986,-0.047944916816328044,0.00010899379991261942,-0.7496680224681016,8.739314038621838e-11,-8.03646078274785,5.3196351424609184e-08,4.7258818463834364,-4.185434931969212e-08,-4.218449234372201e-08,-5.2669665961957435e-08,2.2912561625787475e-08,-2.2283735745531885e-08,6.534230101440386e-11,1.131575527724138e-10,7.938494306358734e-11,-2.321426320743658e-12,0,True,True,,activity_equilibrium,converged
cheq_0066,60.0,0.613,Bottinger,0.011912962434720982,0.026719965147076186,0.8237738909409887,0.06693449062372188,0.03746803701069384,0.030345647882009264,0.0006552705636026206,0.0021897353961864707,1e-12,0.0015785160487308911,-0.8777707706088229,0.001471421303722563,-1.2590988477092502,0.8626232352723174,0.02001312883435621,0.06720702638734392,0.0017647174977191136,0.04339053920109987,0.06373410645722537,0.023642008039292936,-0.1084120534716699,8.722568246208555e-05,-0.8757762827018141,1.3950421561573416e-10,-7.1958043070620645,2.792552611371555e-08,4.446001363923051,-4.265529440772298e-08,-4.331849368099938e-08,-5.389238211250813e-08,2.4924881714127878e-08,-2.2438225499854525e-08,7.398454071605443e-11,1.1046881465137659e-10,1.005867611425515e-10,-3.743681290396052e-12,0,True,True,,activity_equilibrium,converged
cheq_0067,60.0,0.766,Bottinger,0.018291002328027748,0.005463460840437523,0.8564360017536189,0.06032119959410831,0.035706116097741,0.02291069929742697,0.0008328641113007585,1e-12,3.865597633882084e-05,0.007986026733790185,-0.35990674532508227,0.0007218560673068864,-0.8790172234668299,0.8366250211667929,-0.010164066318921418,0.0773591895460174,0.10804194154607732,0.033268722623319605,-0.03070648661275742,0.04398788954467345,0.2832947806016521,5.128357619273997e-05,-1.210595845912608,2.5522094029586433e-10,2.406916304382399,1.0486685868099924e-08,-3.5665783880006376,4.489607974278442e-08,4.30195861156335e-08,5.97554254966326e-08,-2.744445026792164e-08,2.2001717780995023e-08,4.736017134021608e-12,-4.368075345873024e-12,2.5115154400623396e-10,-5.40797081337718e-12,0,True,True,,activity_equilibrium,converged
cheq_0068,80.0,0.064,Bottinger,0.0012945178330855775,0.1137072499202661,0.8714022494940191,0.00591639745958339,0.006792714341568815,1.0000000058792696e-12,3.518022163874488e-06,0.0008833529273131746,1e-12,1.0725918245650131e-08,-5.081673555198042,0.09788528645559605,-0.06507073988087665,0.8876213444973847,0.008009060382835217,0.0072751252779954916,0.08978313437878226,0.0070857565278409735,0.01834287424744072,4.1095388971543694e-05,7.613793092885848,5.6892108357933076e-05,1.2087534573073444,2.636160784654193e-12,-8.525162357363193,3.448901529898033e-05,7.537680794937873,-5.426213078862929e-08,-5.7886985871391516e-08,-7.017496628236586e-08,-1.5071996983806457e-09,-4.293034905344939e-08,3.0440606632597955e-12,3.212688448606116e-10,7.974954030487424e-12,1.3086419412168667e-10,0,True,True,,activity_equilibrium,converged
cheq_0069,80.0,0.141,Bottinger,0.002975437028450438,0.09442953972202715,0.8741593494235006,0.012987583682879703,0.013995932836522102,1.0000000000183327e-12,0.00014793604999258853,0.0013042212546275774,1.0000000000000002e-12,7.920198822260232e-08,-4.574814679473723,0.08069886446505496,-0.06824044911622272,0.8875561090344399,0.006605210731607267,0.015905770641535356,0.08802635684721721,0.015641525483717646,0.048277256849036325,0.00011850996074261926,8.073754854251703,6.659399811812083e-05,-0.34663892901473264,5.464447456393346e-12,-8.377805019195415,1.2547208938773638e-05,7.098547130016526,-3.731877740165146e-08,-3.8822982162400876e-08,-6.037284450144398e-08,4.2362344743196445e-09,-2.0782088938631205e-08,4.9357016737583415e-11,3.4074183752341725e-10,5.152878124192739e-11,-2.59441859170467e-12,0,True,True,,activity_equilibrium,converged
cheq_0070,80.0,0.245,Bottinger,0.005319626771645135,0.07013473075103777,0.8788358522952415,0.0218523223717942,0.022417155371721967,1.7270925032969362e-07,0.0002917113397102596,0.0011484283885986148,9.999999999999998e-13,5.591249583460095e-07,-3.9783722841639224,0.0575707355190341,-0.0857313560601799,0.8873514293060816,0.0041878874364299256,0.02757308074993066,0.10098769396283691,0.027102290324306125,0.08242549131359216,0.00032856119359365787,3.279300668490101,6.888547562776542e-05,-0.6268256504121692,1.0019749816068522e-11,-8.059247041775242,4.458296448005253e-06,6.649168942890826,-1.818869677094881e-08,-2.7857396389663336e-08,-7.350696762387088e-08,-4.014314214373371e-09,1.8256532285931826e-08,8.018791186614749e-11,3.1484599649633793e-10,9.824371316469183e-10,-5.5016178549980536e-12,0,True,True,,activity_equilibrium,converged
cheq_0071,80.0,0.336,Bottinger,0.007265135192138352,0.059685241673310394,0.8644450319324276,0.029731298253811368,0.03372249821361151,1.1149175021521961e-07,0.00038645726346677454,0.004764225978483903,1.0000000000000002e-12,3.078431446723356e-06,-3.3729142134350014,0.03761561283796294,-0.2004988149311733,0.8868860348963866,0.011130433752004051,0.03778197351159947,0.1040707655849305,0.03684823748150584,0.03849697925786519,0.0007946076699321548,3.8529100196200035,6.867322630488469e-05,-0.7503140230178053,1.7319268947723642e-11,-8.439462796562381,1.7819275421878793e-06,6.250890040515809,-4.7643766265537124e-08,-4.838479483737501e-08,-6.420922105121463e-08,1.3041755231313346e-08,-2.8496920378984214e-08,8.17624648541404e-11,2.3774605895088285e-10,2.1321389098716281e-10,-2.5741436415610677e-12,0,True,True,,activity_equilibrium,converged
cheq_0072,80.0,0.398,Bottinger,0.008658056056332315,0.050832285093454575,0.8626919612369037,0.034487677410011915,0.03362318636773896,0.004600714814531884,0.0004566317492559154,0.004649487270770761,1e-12,1.218287208347727e-05,-2.851670709042114,0.02452784197776279,-0.3164802936869777,0.8860678706646412,0.011611237872028115,0.0447300061042029,0.11293500986805274,0.042986953870153465,0.10669780352071583,0.0016063866534874046,-0.45697522621155084,6.790778845371535e-05,-0.8276465172955809,2.839398887199102e-11,-8.21417865525869,8.500408210917659e-07,5.92943978212513,-5.806901448579538e-08,-5.994974472400827e-08,-8.813702478960295e-08,2.0667968669840775e-08,-2.1781797698849914e-08,1.5047529194900378e-10,3.606782789100649e-10,6.880011005350184e-10,-8.397460685410902e-12,0,True,True,,activity_equilibrium,converged
cheq_0073,80.0,0.51,Bottinger,0.009803281507231032,0.045526424725059335,0.8095180184388042,0.055466758723199554,0.05019884380596114,0.016577523338520195,0.0005331803463142579,0.012375969113910291,1e-12,0.0003445531197203818,-1.4541152873062564,0.0067826930272939226,-0.8268613835840097,0.8790509228030303,0.03578751435330568,0.05694042181416975,0.01138789205145152,0.04848437976106307,-0.015091870219185882,0.008337876559513973,-0.29846418680154,5.9012809749290275e-05,-0.9559278394149744,1.1287347713411988e-10,-8.039987312896839,1.3999258589480093e-07,5.1461050357479605,-7.17710371134217e-08,-7.556255354757013e-08,-9.653135890630438e-08,3.685028104882804e-08,-4.7851511197904983e-08,1.0650869769479598e-10,2.0372366293930355e-10,-1.0907941216942163e-12,-5.315911541980795e-12,0,True,True,,activity_equilibrium,converged
