row_id,temperature_C,CO2_loading,observed_CO2_pressure_kPa,paper,raw_pred_CO2_pressure_kPa,raw_log10_model_over_data,bubble_total_pressure_kPa,bubble_fugacity_residual_norm,chemical_charge_residual,chemical_max_reaction_residual,penalty_residual_count,diagnostic_success,model_x_CO2,model_x_MEA,model_x_H2O,model_x_MEAH+,model_x_MEACOO-,model_x_HCO3-,model_x_CO3^2-,model_x_H3O+,model_x_OH-,y_CO2,y_H2O,y_MEA,success,message
vle_0047,40.0,0.485,2.3193,Aronu,4.481372954916841,0.2860541608731055,10.674113681604378,3.805627777353493e-07,-1.3647431319696457e-10,5.08639459440019e-08,0,True,1.859264921865616e-05,0.014108314190032585,0.8760184525822576,0.05543436267731454,0.0427014063782288,0.010704296485109689,0.0010140849474859883,1.3723385543393846e-11,4.900766286781531e-07,0.4198356030852452,0.5800126281430665,0.00015176877168831054,True,converged
vle_0048,40.0,0.489,2.8577,Aronu,4.886387961432871,0.2329713105909753,11.075569623903737,2.8680541147574345e-07,-1.3475473054810471e-10,7.45353645470459e-08,0,True,2.0300226432958997e-05,0.013676943070488959,0.8755653536153285,0.055869971603325214,0.04269697689591221,0.011167445647230257,0.0010025402896377275,1.4294301519435332e-11,4.6863734990077953e-07,0.4411861536120791,0.5586726820020187,0.00014116438590223445,True,converged
vle_0049,40.0,0.491,1.1,Hilliard,5.100788810394299,0.6662446575105643,11.28820585103893,3.2882935840916616e-07,-5.984639660542866e-13,2.8454532952082445e-08,0,True,2.120671531414887e-05,0.013466796098753146,0.8753334080350945,0.056087637223373475,0.04268935548884201,0.01140445277666787,0.0009966853257160177,1.4587935047474673e-11,4.5832165093331336e-07,0.45186886895093603,0.547995062689334,0.00013606835973010208,True,converged
vle_0050,40.0,0.501,1.87,Hilliard,6.301016574448616,0.527569015465885,12.479706139993269,3.9850594468759937e-07,-3.1592794297720386e-11,6.986368461525672e-08,0,True,2.6313382662111918e-05,0.012470249326436552,0.8741208873344445,0.05717460163781078,0.04259836488052621,0.012642519506664318,0.0009666533848141046,1.6140434426064588e-11,4.105305010304395e-07,0.5049010372332385,0.4949863183900628,0.00011264437669873303,True,converged
vle_0051,40.0,0.513,2.57,Jou,8.052858730191094,0.4960169570803163,14.221333124433643,9.25387139361078e-07,-1.1642564184565356e-10,4.757180782632986e-08,0,True,3.386093089657624e-05,0.011389922513131917,0.872553380885475,0.05847600028463239,0.042376446521187223,0.014240862997727343,0.0009291650582795689,1.8192874783394533e-11,3.607904770855399e-07,0.5662520285356014,0.43365901025141707,8.896121298156129e-05,True,converged
vle_0052,40.0,0.516,8.5583,Aronu,8.549213370793854,-0.000461349724989539,14.715172483815389,1.4595197761479994e-07,-1.1402635805375588e-10,5.22405914082924e-08,0,True,3.601880839002757e-05,0.011138653007200478,0.8721431997855414,0.05880086004649548,0.04230261402626632,0.014658712928958118,0.0009195918522270398,1.873895479574128e-11,3.4952618222764593e-07,0.580979487681628,0.4189367533205211,8.375899785090797e-05,True,converged
vle_0053,40.0,0.518,3.03,Hilliard,8.893865776125338,0.4676479424023837,15.058162412954033,3.3327921666881366e-07,-1.6985367583401325e-10,8.517803617991149e-08,0,True,3.7522021083291326e-05,0.010975181594203052,0.8718658177666513,0.059017323664846424,0.042249453498657025,0.01494119024717222,0.0009131689295742194,1.911039216032358e-11,3.4225870196109773e-07,0.5906342043750467,0.40928535240286157,8.044322209182689e-05,True,converged
vle_0054,40.0,0.524,11.812,Aronu,9.996392305076135,-0.07248014676234073,16.15574398876661,6.714157063658632e-08,-1.0785992714938132e-10,7.29390157161447e-08,0,True,4.23569043412677e-05,0.010503556521589139,0.8710154112494026,0.05966620884946604,0.04207165021387809,0.015806752149906508,0.0008937425289852258,2.0260543296044823e-11,3.215621706229811e-07,0.6187515915099183,0.38117721066665206,7.119782342958122e-05,True,converged
vle_0055,40.0,0.557,8.09,Jou,18.13308424613893,0.3505231576711883,24.266644026013406,4.206771109238616e-08,-1.5853964256037525e-10,7.960682157914789e-08,0,True,7.914909389941876e-05,0.008358636267118053,0.8659030419577552,0.06322192093354999,0.040656728842719765,0.02099562096818055,0.0007846694094368169,2.7562898028212273e-11,2.3249977732087967e-07,0.7472431798439286,0.25272077357213985,3.604658393144617e-05,True,converged
vle_0056,40.0,0.591,28.3,Hilliard,30.89143880113497,0.03805170096885397,37.0012810464919,7.34985691197565e-07,-5.102504177748107e-11,6.574010136262132e-08,0,True,0.00014009060055813994,0.006769587533168421,0.8600396307549878,0.06686241677650935,0.03859844046845735,0.026915519207703353,0.0006741425698803063,3.6872372255240766e-11,1.7205186270585827e-07,0.8348748456119683,0.16510692975957256,1.822462845903913e-05,True,converged
