source_key,row_status,property,temperature_C,mea_mass_fraction,co2_loading_mol_per_mol_mea,pressure_kPa,value,value_unit,uncertainty_value,uncertainty_unit,uncertainty_type,temperature_uncertainty_K,mea_mass_fraction_relative_uncertainty_percent,co2_loading_relative_uncertainty_percent,measurement_role,lifecycle_status,source_table_or_figure,source_line_start,source_line_end,notes
Amundsen2009,extracted,density,25,0.20,0.5,,1.0800,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.20,0.1,,1.0125,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.20,0.2,,1.0264,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.20,0.3,,1.0413,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.20,0.4,,1.0579,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.20,0.5,,1.0735,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.20,0.1,,1.0076,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.20,0.2,,1.0215,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.20,0.3,,1.0364,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.20,0.4,,1.0530,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.20,0.5,,1.0680,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.20,0.1,,0.9965,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.20,0.2,,1.0105,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.20,0.3,,1.0254,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.20,0.4,,1.0419,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.20,0.5,,1.0570,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.20,0.1,,0.9902,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.20,0.2,,1.0043,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.20,0.3,,1.0192,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.20,0.4,,1.0360,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 2,54,65,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.30,0.1,,1.0280,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.30,0.2,,1.0480,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.30,0.3,,1.0700,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.30,0.4,,1.0957,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.30,0.5,,1.1211,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.30,0.1,,1.0210,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.30,0.2,,1.0410,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.30,0.3,,1.0629,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.30,0.4,,1.0885,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.30,0.5,,1.1140,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.30,0.1,,1.0160,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.30,0.2,,1.0355,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.30,0.3,,1.0580,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.30,0.4,,1.0830,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.30,0.5,,1.1080,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.30,0.1,,1.0040,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.30,0.2,,1.0240,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.30,0.3,,1.0464,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.30,0.4,,1.0719,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.30,0.1,,0.9970,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.30,0.2,,1.0176,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.30,0.3,,1.0402,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.30,0.4,,1.0660,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 3,70,81,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.40,0.1,,1.0380,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.40,0.2,,1.0630,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.40,0.3,,1.0930,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.40,0.4,,1.1285,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,25,0.40,0.5,,1.1597,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.40,0.1,,1.0300,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.40,0.2,,1.0550,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.40,0.3,,1.0850,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,40,0.40,0.4,,1.1210,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.40,0.1,,1.0240,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.40,0.2,,1.0490,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.40,0.3,,1.0797,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,50,0.40,0.4,,1.1150,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.40,0.1,,1.0120,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.40,0.2,,1.0370,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.40,0.3,,1.0680,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,70,0.40,0.4,,1.1040,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.40,0.1,,1.0050,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.40,0.2,,1.0310,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.40,0.3,,1.0620,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,density,80,0.40,0.4,,1.0977,g/cm^3,0.002,g/cm^3,combined_absolute,0.03,0.5,2,direct_positive,property_target_candidate,Table 4,101,112,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,,,1.70,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,,,2.48,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,,,3.58,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.50,,,5.51,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.70,,,12.46,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.90,,,19.40,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,1.00,,,17.90,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,,,1.18,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,,,1.67,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,,,2.28,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.50,,,3.39,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.70,,,6.96,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,0.90,,,10.20,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,40,1.00,,,9.61,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,,,0.95,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,,,1.33,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,,,1.75,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
