row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,pressure_Pa,model_family,target_x_CO2,target_role_CO2,target_x_MEA,target_role_MEA,target_x_MEAH+,target_role_MEAH+,target_x_MEACOO-,target_role_MEACOO-,target_x_HCO3-,target_role_HCO3-,target_x_CO3^2-,target_role_CO3^2-,target_x_H3O+,target_role_H3O+,target_x_OH-,target_role_OH-,target_x_MEA + MEAH+,target_role_MEA + MEAH+,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,model_x_MEA + MEAH+,log10_model_over_target_MEA + MEAH+,reaction_residual_R1_water_autoionization,reaction_residual_R2_CO2_to_HCO3,reaction_residual_R3_HCO3_to_CO3,reaction_residual_R4_MEACOO_hydrolysis,reaction_residual_R5_MEAH_dissociation,mass_balance_residual_carbon_total,mass_balance_residual_mea_total,mass_balance_residual_water_total,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message,parity_family,observed_CO2_pressure_kPa,model_CO2_pressure_kPa,model_total_pressure_kPa,log10_model_over_data,fugacity_residual_norm
cheq_0010,Bottinger,20.0,0.3,0.235,101325.0,phase2_epcsaft_activity_speciation,0.00439692014172528,balance_inferred,0.11240285043807957,balance_inferred,0.024087277085777105,balance_inferred,0.026572171304128193,direct_positive,0.007186363503277188,balance_inferred,0.0001676561346246903,balance_inferred,0.010006569990877658,balance_inferred,1e-12,balance_inferred,0.13649012752385667,aggregate_direct_positive,6.44095608431998e-10,,0.05951255110086594,,0.026968366724396658,,0.025765251509194443,-0.013392657354319793,3.481456125106498e-05,,0.0005777830341971461,,1.0877713299733872e-13,,1.2735014574310784e-05,,0.0864809178252626,-0.19818094937731126,2.8217972491972887e-07,2.3741597843240925e-07,7.638165868684155e-07,-1.5778862660909e-08,1.843344250573864e-07,1.5480727810768258e-11,2.5185954710682523e-10,1.5221157667610896e-11,-4.1788574812194927e-10,7.638165868684155e-07,0,True,converged,speciation,,,,,
cheq_0011,Matin,20.0,0.3,0.241,101325.0,phase2_epcsaft_activity_speciation,0.0007228113155703753,balance_inferred,0.06333014982587257,direct_positive,0.02596461262829522,direct_positive,0.02439872482210157,direct_positive,0.002291196001920326,direct_positive,9.999999999999998e-13,balance_inferred,0.0007253081977266796,balance_inferred,9.999999999999998e-13,balance_inferred,0.08929476245416779,aggregate_direct_positive,7.174838453890069e-10,,0.0581683447843794,-0.03692380961769881,0.027641354306746864,0.02717747012817443,0.02643647076036786,0.034836347937197996,3.683999038228681e-05,-1.7937427346506412,0.0005780157159196797,,1.1201074528652596e-13,,1.2012607614174474e-05,,0.08580969909112626,-0.01728960724589211,-5.320188591895203e-07,-5.906927889043345e-07,-5.820903439257563e-07,1.942505409857631e-07,7.379218907033191e-07,7.614241598341565e-10,2.149642283622022e-09,1.046965258932886e-08,-4.70614075360264e-10,7.379218907033191e-07,0,True,converged,speciation,,,,,
cheq_0012,Jakobsen,20.0,0.3,0.25,101325.0,phase2_epcsaft_activity_speciation,0.0006796052950908871,balance_inferred,0.06052140387240512,direct_positive,0.024744194418224848,direct_positive,0.026483565373030836,direct_positive,0.00019348786817195314,direct_positive,0.0005934813320142428,direct_positive,0.0031198214870064266,balance_inferred,1e-12,balance_inferred,0.08526559829062996,aggregate_direct_positive,8.438599987166173e-10,,0.0561521896356649,-0.032542297397111945,0.02865072244080532,0.06366225805696092,0.027443256776643877,0.015459197194035804,4.0104663138080344e-05,-0.6834588668286415,0.0005781801753207802,-0.011343866277575618,1.1708938425673688e-13,,1.1001125454120588e-05,,0.08480291207647023,-0.0023630778560318096,-2.596014549993697e-07,-3.289255303684513e-07,-6.811274566587144e-07,1.5186170010395017e-07,9.66850116412843e-07,5.504727090821504e-10,1.2459783482743347e-09,1.1857850923391311e-08,-4.6199105649298306e-10,9.66850116412843e-07,0,True,converged,speciation,,,,,
cheq_0013,Matin,20.0,0.3,0.264,101325.0,phase2_epcsaft_activity_speciation,0.0006150268060451966,balance_inferred,0.05814079487336478,direct_positive,0.02842834148437913,direct_positive,0.026717507988683803,direct_positive,0.0025893494741575174,direct_positive,1e-12,balance_inferred,0.0008785159804621905,balance_inferred,1e-12,balance_inferred,0.08656913635774391,aggregate_direct_positive,1.0879463752154907e-09,,0.05301640757014484,-0.04007066865507284,0.03022062806499403,0.02655196229569539,0.02900913350648793,0.03573880884056866,4.579567375740994e-05,-1.7523662165321179,0.0005780584242108771,,1.2562233661205972e-13,,9.582111676179047e-06,,0.08323703563513887,-0.01704647981949724,-1.338826454144737e-07,-1.3480117289077498e-07,-9.492212029726943e-07,6.902633309380235e-08,1.9493132086267906e-07,1.2376605990072065e-10,3.252869085201837e-10,1.8396106860052441e-09,-7.305867544747343e-11,9.492212029726943e-07,0,True,converged,speciation,,,,,
cheq_0014,Matin,20.0,0.3,0.287,101325.0,phase2_epcsaft_activity_speciation,0.00043753779006504447,balance_inferred,0.052963336378827615,direct_positive,0.030800668316557155,direct_positive,0.0289372971086954,direct_positive,0.0029863926919179453,direct_positive,1e-12,balance_inferred,0.0011230214860561867,balance_inferred,1e-12,balance_inferred,0.08376400469538477,aggregate_direct_positive,1.6643916941182204e-09,,0.047866416783176775,-0.04394441730590412,0.03279929089365685,0.027304314580265117,0.031580461551243624,0.03796050961571521,5.7144728185867406e-05,-1.7181707428509545,0.0005770428734355358,,1.4175929972610668e-13,,7.599345488815411e-06,,0.08066570767683362,-0.016368484261151367,-2.0349361129490262e-07,-2.8107659488796344e-07,-3.78517334809203e-07,1.3680133648108495e-07,8.652066405545611e-07,7.943848946700971e-10,1.928052800748148e-09,1.3213099614439727e-08,-4.6307304288911196e-10,8.652066405545611e-07,0,True,converged,speciation,,,,,
cheq_0015,Jakobsen,20.0,0.3,0.29,101325.0,phase2_epcsaft_activity_speciation,0.0013721654303784974,balance_inferred,0.056721581223948284,direct_positive,0.02380204344810689,direct_positive,0.029862900028886454,direct_positive,0.00019498686517452137,direct_positive,0.0005949823526337806,direct_positive,0.0074458081512216445,balance_inferred,1e-12,balance_inferred,0.08052362467205518,aggregate_direct_positive,1.7610452545467787e-09,,0.04719487102671277,-0.07985352554836733,0.0331356114577637,0.14368074550298818,0.03191568605658347,0.02887220402488787,5.884537860600081e-05,-0.5202929957282849,0.0005768558015768922,-0.013436819815096665,1.4410138953963666e-13,,7.3686533116595185e-06,,0.08033048248447647,-0.0010429404394154476,2.157623057996716e-08,-2.0715486215294732e-08,-1.062980956589854e-07,4.9345455721550024e-08,5.723575284832805e-07,2.350238476056532e-10,4.0665909528669886e-10,7.015145686573021e-09,-2.2637819562669242e-10,5.723575284832805e-07,0,True,converged,speciation,,,,,
cheq_0016,Bottinger,20.0,0.3,0.309,101325.0,phase2_epcsaft_activity_speciation,0.005738205434558595,balance_inferred,0.09439199294556165,balance_inferred,0.03288436617501734,balance_inferred,0.034743068252909744,direct_positive,0.009318320952936639,balance_inferred,0.00026912393972811435,balance_inferred,0.011715270910285269,balance_inferred,9.999999999999998e-13,balance_inferred,0.127276359120579,aggregate_direct_positive,2.5358347919017763e-09,,0.04294310215887494,,0.03526553906169181,,0.03403752795360641,-0.008910158491188497,7.109581210391508e-05,,0.0005754399723301951,,1.6054549179902642e-13,,6.036988130831691e-06,,0.07820864122056675,-0.21149300272930616,8.482848414814725e-07,6.902067930525391e-07,5.941498564254744e-07,-3.48590365462087e-08,7.996769255669278e-07,9.694674923954594e-11,3.1669673827838807e-10,9.566136771610445e-11,-1.581786406461371e-09,8.482848414814725e-07,0,True,converged,speciation,,,,,
cheq_0017,Matin,20.0,0.3,0.31,101325.0,phase2_epcsaft_activity_speciation,0.0003158605079115508,balance_inferred,0.0478787945819511,direct_positive,0.03317576359700202,direct_positive,0.031079930350131353,direct_positive,0.003383398123961175,direct_positive,1e-12,balance_inferred,0.0012875648790905067,balance_inferred,1e-12,balance_inferred,0.08105455817895313,aggregate_direct_positive,2.585966891301108e-09,,0.04271939715566445,-0.049518092459018205,0.03537762814323903,0.027907785039409046,0.03414914353003076,0.040899779048757925,7.182055458789672e-05,-1.6731043498009417,0.0005753459138679477,,1.6149797166735937e-13,,5.97270475483148e-06,,0.07809702529890349,-0.016142950831314482,-1.018747379788465e-07,-1.8909742749428915e-07,-7.501606873461242e-07,1.1813966338536375e-07,9.81191984550378e-07,7.915289396143166e-10,1.781829045421901e-09,1.460749765591629e-08,-4.577798138094387e-10,9.81191984550378e-07,0,True,converged,speciation,,,,,
cheq_0018,Matin,20.0,0.3,0.334,101325.0,phase2_epcsaft_activity_speciation,9.074964178239538e-05,balance_inferred,0.04271049900040506,direct_positive,0.035462306220169854,direct_positive,0.0331236845375889,direct_positive,0.0039778770150874386,direct_positive,9.999999999999998e-13,balance_inferred,0.0016392553345064768,balance_inferred,9.999999999999998e-13,balance_inferred,0.0781728052205749,aggregate_direct_positive,4.198858723812748e-09,,0.037353417148598224,-0.05820430755531996,0.03806789373454037,0.030791872663750827,0.03682485757387349,0.0460024359450401,9.226227954295869e-05,-1.634627171209284,0.0005730963351513876,,1.8771479168720583e-13,,4.581444884947836e-06,,0.0754213108831386,-0.015561620312534231,4.9428292570041776e-08,-3.101419565609831e-09,-1.3740423554509107e-07,2.9013913049880102e-08,5.490319949785771e-07,3.7018201698435504e-10,7.539951024648772e-10,8.116140759462098e-09,-2.2542486529362088e-10,5.490319949785771e-07,0,True,converged,speciation,,,,,
cheq_0019,Matin,20.0,0.3,0.358,101325.0,phase2_epcsaft_activity_speciation,1.0000578215934334e-12,balance_inferred,0.037757076576046385,direct_positive,0.037860620641223475,direct_positive,0.03507866377613519,direct_positive,0.004571776847682104,direct_positive,1e-12,balance_inferred,0.0017898199845938143,balance_inferred,1e-12,balance_inferred,0.07561769721726985,aggregate_direct_positive,7.072496417588023e-09,,0.03199513737088019,-0.07191438158167027,0.0407581015528481,0.03202621807884677,0.039492929053500506,0.05147630327369873,0.00012065679693206731,-1.578533232010594,0.0005705353352157025,,2.2267912666870473e-13,,3.445263740776956e-06,,0.07275323892372829,-0.016771115097879357,1.2263728166317378e-07,6.161706167517877e-08,-1.7620734737988641e-07,4.10974898557015e-09,5.925580985888246e-07,3.594036040999171e-10,6.755065812269478e-10,8.836433695869061e-09,-2.2258942464822157e-10,5.925580985888246e-07,0,True,converged,speciation,,,,,
cheq_0020,Matin,20.0,0.3,0.382,101325.0,phase2_epcsaft_activity_speciation,1.0002513874027216e-12,balance_inferred,0.032805503678022666,direct_positive,0.04030653134108905,direct_positive,0.036729626169501456,direct_positive,0.00525706055481402,direct_positive,1.0000000295685623e-12,balance_inferred,0.0016801553852264228,balance_inferred,1e-12,balance_inferred,0.07311203501911172,aggregate_direct_positive,1.255936703768403e-08,,0.026649532517121894,-0.09025711497981023,0.0434483026689094,0.03259738948711929,0.04214833195504031,0.0597638836804419,0.00016193127968861938,-1.5114122316054166,0.0005677601766820945,,2.717929483220751e-13,,2.5193100035048047e-06,,0.0700978351860313,-0.01828426637094355,2.5456763630415935e-07,1.7958737075218778e-07,7.410817914887957e-08,-4.49672317159866e-08,6.435236699076086e-07,3.221841890499455e-10,5.349425763467863e-10,9.597448724640856e-09,-2.1950354852978346e-10,6.435236699076086e-07,0,True,converged,speciation,,,,,
cheq_0021,Bottinger,20.0,0.3,0.388,101325.0,phase2_epcsaft_activity_speciation,0.00720853213719997,balance_inferred,0.07472786585393784,balance_inferred,0.04259985288547801,balance_inferred,0.042834253159044385,direct_positive,0.011733140008849022,balance_inferred,0.00037262825101997153,balance_inferred,0.012712796784455341,balance_inferred,1.0000000000000002e-12,balance_inferred,0.11732771873941586,aggregate_direct_positive,1.4657304508730151e-08,,0.02531608380800608,,0.04412084165136232,,0.04280924207240321,-0.00025366029712137905,0.00017522913161525916,,0.0005670272522527785,,2.873376691595357e-13,,2.3164044190769953e-06,,0.0694369254593684,-0.22781014372727473,2.084438754934581e-07,1.2779011981933763e-07,9.220542551702238e-09,-1.0332282585068242e-08,5.395750442005465e-07,1.1114911074860956e-10,1.1710216130111917e-11,1.0988587817450934e-10,-4.4204186420311383e-10,5.395750442005465e-07,0,True,converged,speciation,,,,,
cheq_0022,Jakobsen,20.0,0.3,0.4,101325.0,phase2_epcsaft_activity_speciation,0.0043691084426489306,balance_inferred,0.03334787020771829,direct_positive,0.045152051187374934,direct_positive,0.04208115361871713,direct_positive,0.0005977284510711288,direct_positive,0.0011977289436017244,direct_positive,1e-12,balance_inferred,7.771123038322753e-05,balance_inferred,0.07849992139509322,aggregate_direct_positive,2.0296200760791377e-08,,0.022654203442878208,-0.16791930621087794,0.04546590880180697,0.003008392047592446,0.044126057002919127,0.02060748456339858,0.0002068705324759505,-0.4608052958529319,0.0005655200028511989,-0.32591057374018395,3.2394306366135353e-13,,1.94151794035229e-06,,0.06812011224468517,-0.06159386697174462,-6.676258497151366e-07,-6.653244390975033e-07,9.388090660422677e-07,2.5542018278201795e-07,-9.827162728015537e-08,1.4585904498098934e-09,3.3225085044330527e-09,6.268841890033627e-09,-2.4586783364544095e-10,9.388090660422677e-07,0,True,converged,speciation,,,,,
cheq_0023,Matin,20.0,0.3,0.406,101325.0,phase2_epcsaft_activity_speciation,1.000298838035432e-12,balance_inferred,0.027959116891703568,direct_positive,0.042782631533466536,direct_positive,0.03825864412463449,direct_positive,0.006031773554014553,direct_positive,1e-12,balance_inferred,0.0015077861471825063,balance_inferred,1e-12,balance_inferred,0.0707417484251701,aggregate_direct_positive,2.411298836033246e-08,,0.021326394926580648,-0.11760600249432002,0.04613842215782623,0.032795244187716684,0.04478134854218665,0.06836759305931019,0.0002258362836910212,-1.4266513102526368,0.0005647344304107201,,3.456813805718151e-13,,1.7686984002233122e-06,,0.06746481708440688,-0.020598442255325002,3.828868155864029e-07,2.922437154495583e-07,2.4741995119370586e-07,-9.924729660326648e-08,7.018957397519898e-07,2.8106304089670076e-10,3.9809414098535e-10,1.0355631796521436e-08,-2.170366471687267e-10,7.018957397519898e-07,0,True,converged,speciation,,,,,
cheq_0024,Matin,20.0,0.3,0.431,101325.0,phase2_epcsaft_activity_speciation,9.999999999999998e-13,balance_inferred,0.023141758807640293,direct_positive,0.04522971751496871,direct_positive,0.03973478417267856,direct_positive,0.006902592144738941,direct_positive,1.0001643175548215e-12,balance_inferred,0.0014076588044491243,balance_inferred,9.999999999999998e-13,balance_inferred,0.06837147632260901,aggregate_direct_positive,5.420129399463124e-08,,0.015829517378717923,-0.16492868889478524,0.0489402662614114,0.034242452477100116,0.04747637837717078,0.0773067240192787,0.00034058255958874126,-1.306789807851923,0.0005610808190520528,,4.751804653513493e-13,,1.143913087178235e-06,,0.06476978364012932,-0.02350251125829092,5.15548414625755e-07,4.083006075461526e-07,3.634814156328048e-07,-1.5844196532555088e-07,7.480998611697487e-07,2.3030803653067977e-10,2.5185444008091196e-10,1.1151209955428953e-08,-2.1563234821817803e-10,7.480998611697487e-07,0,True,converged,speciation,,,,,
cheq_0025,Matin,20.0,0.3,0.455,101325.0,phase2_epcsaft_activity_speciation,1.0005461295072272e-12,balance_inferred,0.018434796753655735,direct_positive,0.047834362684109365,direct_positive,0.041009341282631874,direct_positive,0.007856372679639713,direct_positive,9.999999999999998e-13,balance_inferred,0.0010313512801622125,balance_inferred,9.999999999999998e-13,balance_inferred,0.0662691594377651,aggregate_direct_positive,1.463764062764499e-07,,0.01066376499306849,-0.23772778823288132,0.05162876764828358,0.0331517667262667,0.049953618814359876,0.0856841620712165,0.0005619928653741028,-1.145491274585023,0.0005562409897822307,,7.203717727355534e-13,,6.742174845613316e-07,,0.062292532641352066,-0.026875473566765666,6.384748019172548e-07,5.204929571789307e-07,4.0142533563880534e-07,-2.1876150579913656e-07,8.064352847725331e-07,1.8171875115768898e-10,1.2007818350756594e-10,1.191029452840553e-08,-2.1671121312806619e-10,8.064352847725331e-07,0,True,converged,speciation,,,,,
cheq_0026,Bottinger,20.0,0.3,0.474,101325.0,phase2_epcsaft_activity_speciation,0.008974521338409149,balance_inferred,0.053746336102007575,balance_inferred,0.05226646805710622,balance_inferred,0.049169772862996855,direct_positive,0.014932370410158533,balance_inferred,0.00048541866865090146,balance_inferred,0.012806512553350968,balance_inferred,1e-12,balance_inferred,0.1060128041591138,aggregate_direct_positive,4.2213528372847124e-07,,0.006792287632489437,,0.05375416673218649,,0.051699669072664274,0.021789561106891203,0.0009550312092623904,,0.0005495401255859572,,1.1505750353544551e-12,,3.86254651077032e-07,,0.06054645436467593,-0.2432696065561048,-7.024637564967406e-07,-6.421314360238739e-07,-6.654922977133992e-07,3.049142573985364e-07,-3.691084593526739e-07,8.525150099747414e-10,1.7314558536929425e-09,-1.9033186138273095e-10,-5.166385332566207e-11,7.024637564967406e-07,0,True,converged,speciation,,,,,
