temperature_C,MEA_weight_fraction,CO2_loading,success,message,attempts,CO2,MEA,H2O,MEAH^+,MEACOO^-,HCO3^-,CO3^2-,H3O^+,OH^-,sum_minus_one,model_carbon_balance,physical_carbon_balance,mea_balance,water_balance,charge_balance,logK_residual_1,logK_residual_2,logK_residual_3,logK_residual_4,logK_residual_5
40.0,0.3,0.591,True,solved (warm-start),1,0.0003266651933,0.0018487335487,0.81199327586,0.062063407731,0.041351127295,0.020353382449,0.00017941679072,9.5753231167e-11,6.4501889214e-08,-0.06188392653463759,0.040706764897922715,-7.728540030171871e-14,4.99184027447086e-13,-5.041522754822836e-13,-5.759837051755312e-13,-0.0008195082255895159,0.0009183745638097207,-6.023569711999244e-05,-0.00033467731878111806,-0.0005040250417636116
60.0,0.3,0.053,True,solved (default),1,8.1021923121e-09,0.099800270092,0.88228840477,0.0060528994121,0.0057291909714,7.6327238303e-05,0.00010833879333,7.7825158052e-13,3.070361648e-05,-0.005913857003416401,0.00015265447660434053,-1.659263004771816e-15,4.179712131957558e-13,-3.297362383136715e-14,3.5252183117062685e-14,-2.3264893513896823e-06,-2.2068025984367523e-06,-2.279416921879829e-06,-3.97193389289896e-12,-2.264151298447814e-06
60.0,0.3,0.07053333333333334,True,solved (warm-start),1,1.5490443409e-08,0.095738310486,0.88054316412,0.0079864457303,0.0076397295859,0.00010588885986,0.0001092744624,1.0683095663e-12,2.2278360869e-05,-0.007854892903159216,0.00021177771968638754,-3.361373679400259e-14,-1.7075230118734908e-13,-4.796274488683139e-12,-6.069103553052457e-14,-2.385248494363168e-05,1.2462156853132456e-05,-2.2750690220618708e-09,-6.365414861875252e-10,-2.5224160538073193e-09
60.0,0.3,0.08806666666666665,True,solved (warm-start),1,2.6184246774e-08,0.091691389706,0.87879949579,0.0099152155862,0.009540855018,0.00013780213151,0.00010970300425,1.3821083408e-12,1.7152429638e-05,-0.009788360148773156,0.0002756042629927409,-2.7259444701499547e-14,-6.165901123011963e-14,-4.897970917738803e-12,-6.589173651150304e-14,-2.9354205679510414e-06,3.4807114808188544e-06,-6.686740050554363e-10,-2.809530386116421e-10,-9.287823843351362e-10
60.0,0.3,0.1056,True,solved (warm-start),1,4.091754877e-08,0.087661344305,0.87705844133,0.011837876607,0.011432058133,0.00017236210102,0.00010988191523,1.7224979043e-12,1.3692543574e-05,-0.011714302145904854,0.0003447242024228886,3.8288816561760086e-13,2.80858669654549e-13,-4.008904319618978e-12,6.684965081493743e-13,-0.0011596804297440144,0.0015127503850358437,-6.085538544198243e-07,-2.405361239166126e-05,-3.268711024162485e-05
60.0,0.3,0.12313333333333332,True,solved (warm-start),1,6.0827302619e-08,0.083649115786,0.8753201639,0.01375390693,0.013312914376,0.0002099312431,0.00010991594118,2.0931385716e-12,1.1229430837e-05,-0.01363276156348725,0.0004198624857517791,-4.4822132116983937e-13,-1.0330208910502847e-12,4.6885828552944986e-12,-2.0386123344984242e-13,-0.0006160603402136644,0.0010725581754797986,-5.100630104948323e-07,-2.0803246677303378e-05,-2.8463726724936578e-05
60.0,0.3,0.14066666666666666,True,solved (warm-start),1,8.7144727207e-08,0.079655421168,0.87358454432,0.015663012611,0.01518299579,0.00025092635177,0.00010985847275,2.4982292587e-12,9.3735257611e-06,-0.015543780613493485,0.0005018527036385854,9.858433513976195e-14,-1.9105550475018163e-13,-9.341416529196067e-13,4.671298070579866e-13,-0.0003776858627304591,0.0008076007209645297,-5.560459115372396e-07,-1.8875929907125055e-05,-2.6004322648987e-05
60.0,0.3,0.15819999999999998,True,solved (warm-start),1,1.215349782e-07,0.075680873517,0.87185121189,0.017565064847,0.017041813274,0.00029585008586,0.00010973741427,2.9428894361e-12,7.9266614164e-06,-0.017447400772532484,0.0005917001717675383,4.753836213566842e-14,1.5257239915911214e-13,-1.797562099170591e-12,1.2648909697432487e-13,-0.0002530730287020333,0.000651123026955247,-6.477325840137382e-07,-1.7815725610326183e-05,-2.4715286638610223e-05
60.0,0.3,0.17573333333333332,True,solved (warm-start),1,1.6616610426e-07,0.071726112411,0.8701196289,0.019459999271,0.018888786813,0.00034530716135,0.00010956868868,3.4333069277e-12,6.7679232988e-06,-0.01934366266213372,0.0006906143225457219,-1.5427589761252136e-13,7.131240042923537e-13,-1.4550582960737302e-12,-5.754910437083538e-13,-0.00018256027283314324,0.000554962682340232,-7.650609532561248e-07,-1.738020701136378e-05,-2.4283255264379022e-05
60.0,0.3,0.19326666666666664,True,solved (warm-start),1,2.2388788059e-07,0.067791864946,0.86838909251,0.02134778718,0.02072321325,0.00040003103951,0.00010936160412,3.9770189325e-12,5.8196858162e-06,-0.021232605892696266,0.0008000620790260295,6.026429355543428e-15,-7.846501226538294e-13,-1.5520917884259688e-13,4.108206830277794e-13,-0.0001403032466669174,0.000495554070866433,-9.098289410758298e-07,-1.745057570179398e-05,-2.4562400955829844e-05
